Sonnet,line,sentiment_m,sentiment_v,sentiment_r
25,9,0.23570226,0.461607645,0.733167607
25,10,0.083225038,0.075418717,0.399279649
25,11,0.187867287,0.162912154,0.318882821
25,12,0.585707413,0.003550032,0.254799157
25,13,1.354006401,0.422122384,0.379956606
26,3,0.552770798,0.880216201,0.510887784
26,4,0.583874208,0.207391645,0.378620718
26,5,0.621059003,0.160857874,0.585182154
26,6,0.050156986,0.356177327,0.461751722
26,7,0.485642931,0.638179096,0.723192171
26,8,0.327326835,0.228450905,0.38119423
26,9,0.188982237,0.526795243,0.337306116
26,10,0.050156986,0.925756781,0.384063101
26,11,0.112986537,0.66177685,0.123630839
26,12,0.345857232,0.492320357,0.70839058
26,13,0.784464541,0.104330806,0.224137674
27,3,1.712697677,0.763974869,0.716746325
27,4,0.705784673,0.603823243,0.486463347
27,5,0.223606798,0.53985662,0.580203364
27,6,0.249029123,0.518001562,0.418182807
27,7,0.046324105,0.402911602,0.457460015
27,8,0,0.43034268,0.171714693
27,9,0.377964473,1.10252222,0.555199033
27,10,0.456832193,0.631199322,0.825092185
27,11,0.167270065,0.76393824,0.851223594
27,12,0.202894999,0.157568539,2.037797746
27,13,0.878310066,0.660862482,0.861805177
28,3,0.776954655,1.212222537,0.843834747
28,4,0.83347626,0.611672394,0.021632258
28,5,0.905042056,0.034458803,0.278802029
28,6,0.766660019,0.291687639,0.311586597
28,7,0.971285862,0.649894888,0.728509398
28,8,1.247219129,0.915082737,0.97083794
28,9,1.679924894,0.961773943,0.988504644
28,10,1.012048627,0.567711199,0.33687091
28,11,0.534522484,0.137931869,0.236761512
28,12,0.031349657,0.04702538,0.260143542
28,13,0.776954655,0.237558289,0.490926503
29,3,0.776954655,0.899552749,0.872618691
29,4,0.83347626,0.927057807,1.176137256
29,5,0.905042056,1.246269927,1.819464107
29,6,1,0.522111907,0.904029279
29,7,1.135181203,0.103219061,0.848500095
29,8,1.351690671,0.128215824,0.455646978
29,9,1.792842914,0.208475243,0.12746907
29,10,4.024922359,0.089120513,0.567765704
29,11,6.008327554,0.13345054,0.50324049
29,12,2.671027396,0.060475165,0.589299575
29,13,1.996734282,0.376320904,0.473175759
30,3,1.509658825,0.947532601,1.12936575
30,4,0.75409905,0.584008127,0.291657264
30,5,0.400818834,0.284646038,0.044994838
30,6,0.175549452,0.032437979,0.140460911
30,7,0,0.554364165,0.049948319
30,8,0.161164593,0.224720385,0.266662157
30,9,0.332956046,0.24882219,0.52157159
30,10,0.544949261,0.014749541,0.773417945
30,11,0.852012867,0.301807623,0.712918046
30,12,1.403936541,0.689549139,1.608471149
30,13,2.815398833,0.856783081,1.977675915
31,3,0.404061018,1.439121829,0.286722441
31,4,0.724631568,0.296542966,0.453049002
31,5,0.492988818,0.008153868,0.000292911
31,6,0.026631182,0.123772652,0.149474904
31,7,0.46291005,0.275018705,0.085543235
31,8,0.534522484,0.039253394,0.209635162
31,9,0.251896361,0.149542315,0.357298909
31,10,0.026631182,0.015269553,0.437488345
31,11,0.492988818,0.257546852,0.782670776
31,12,0.724631568,0.151530027,0.810098882
31,13,1.156004058,0.331926043,1.528491926
32,3,0.094072087,1.353611702,0.130004972
32,4,0.136997549,1.15713718,0.276324879
32,5,0.112986537,1.528940895,0.592881524
32,6,0.304554795,1.534559521,0.594187802
32,7,0.485642931,1.636892961,0.669795661
32,8,0,1.032992924,0.466594815
32,9,0.188982237,0.732309155,0.053749884
32,10,0.304554795,0.274529397,0.108316663
32,11,0.112986537,0.261389753,0.231616786
32,12,0.136997549,0.292176823,0.039560333
32,13,0.577350269,0.797459691,0.136193996
33,3,0.957427108,1.26541339,0.902030825
33,4,1.044465936,1.444066588,0.849196932
33,5,1.161895004,1.798562216,1.033698084
33,6,0.708491908,1.355730092,0.479357982
33,7,0.316227766,0.681743425,0.048661136
33,8,0,0.448659744,0.105548508
33,9,0.316227766,0.142321887,0.61797864
33,10,0.083225038,0.24513546,0.414126886
33,11,0.187867287,0.074834737,0.050169031
33,12,0.227921153,0.034555916,0.009915884
33,13,0.957427108,0.220420096,0.304439781
34,3,0.428174419,0.836270786,0.761769972
34,4,0.449466575,0.512600328,0.577142886
34,5,0.474341649,0.239826433,0.029226949
34,6,0.503952631,0.273129619,0.082985223
34,7,0.540061725,0.312861182,0.368405402
34,8,0.585540044,0.382460729,0.280175507
34,9,0.645497224,0.156419842,0.019041347
34,10,0.730296743,0.358465373,0.29833478
34,11,0.866025404,0.793487513,0.477378699
34,12,1.154700538,1.443774138,1.145231668
34,13,inf,1.131468446,0.495011017
35,3,0.324442842,0.384240612,0.321677737
35,4,0.058570741,0.043752929,0.240207324
35,5,0.292770022,0.303607442,0.262240263
35,6,0.487088187,0.022029992,0.489939434
35,7,0.685994341,0.242873129,0.285208855
35,8,0.9258201,0.465709007,0.545021145
35,9,1.262671621,0.003356593,0.75009896
35,10,0.788356123,0.166679303,0.418256044
35,11,0.393495501,0.13614823,0.117727078
35,12,0.808561538,0.496561785,0.40154572
35,13,1.658312395,0.113311092,0.012709834
36,3,0.324442842,0.440427838,0.972021913
36,4,0.058570741,0.256030901,0.69786946
36,5,0.292770022,0.160454777,0.315937291
36,6,0.129099445,0.241246558,0.623649508
36,7,0.080582296,0.096043925,0.423905519
36,8,0.279145263,0.135785864,0.410483979
36,9,0.080582296,0.121562942,0.344264011
36,10,0.129099445,0.084326825,0.084365518
36,11,0.393495501,0.365096873,0.70062149
36,12,0.808561538,0.067177567,0.861818905
36,13,1.658312395,0.539992512,1.714468304
37,3,0.511766316,0.229029427,0.673448434
37,4,0.809672639,0.75552964,1.512697897
37,5,0.484543712,0.366217539,0.804383979
37,6,0.837525686,0.039903806,0.617548485
37,7,0.816496581,0.34156713,0.832778873
37,8,0.726273039,0.443776633,1.017645824
37,9,0.661437828,0.290139407,0.741460784
37,10,0.61177529,0.070782988,1.133035068
37,11,0.572077554,0.448263657,1.948510834
37,12,0.53935989,1.067760959,1.544810205
37,13,0.511766316,1.282154949,1.458225593
38,3,0.676715542,0.434165609,0.634992078
38,4,0.239745711,0.243199372,0.216480297
38,5,0.852012867,0.033210953,0.295872088
38,6,0.544949261,0.267043432,0.040599218
38,7,0.332956046,0.483720652,0.014852773
38,8,0.890870806,0.190310186,0.56989403
38,9,0.7,0.337167254,0.750926951
38,10,0.544949261,0.25079507,0.388379423
38,11,0.737864787,0.457032498,0.658710428
38,12,0.6883951,0.785991721,0.622005428
38,13,0.647905804,1.489151727,0.529388453
39,3,0.534522484,0.095892109,0.935751734
39,4,0.095346259,0.398088091,1.325546144
39,5,0.484543712,0.806498117,1.473128019
39,6,0.837525686,0.386474566,0.771349634
39,7,1.264911064,0.676804229,0.476527201
39,8,1.270977819,0.365781121,0.271462403
39,9,0.866025404,0.124611486,0.178345196
39,10,1.505545305,0.431092764,0.322717093
39,11,1.138861707,0.356553001,0.45841164
39,12,0.848066914,0.154182192,0.049582444
39,13,0.534522484,0.123790722,0.494260347
40,3,0.626783171,0.567098095,0.819729492
40,4,0.665026648,1.039646341,0.642289462
40,5,0.711512474,0.767761819,0.63106393
40,6,0.464794315,1.164805345,1.052093795
40,7,0.213200716,1.605251236,1.720704683
40,8,0.37032804,0.97893266,1.006674379
40,9,0.55215763,0.930917652,0.832709453
40,10,0.056512059,1.030619204,0.973464736
40,11,0.127342908,0.573780178,0.547635599
40,12,0.390881552,1.051347454,0.626891367
40,13,0.894427191,0.583488364,0.316597485
41,3,0.552770798,0.311860008,1.018613343
41,4,0.583874208,0.677249586,0.066268531
41,5,0.112986537,0.326545828,0.196926695
41,6,0.692410734,0.67370993,0.177528846
41,7,0.912870929,0.854246838,0.232764622
41,8,0.801783726,0.619636335,0.239428289
41,9,0.724568837,0.397235987,0.203217844
41,10,0.666666667,0.226992101,0.320365637
41,11,0.621059003,0.52103421,0.542878744
41,12,0.583874208,0.181357314,0.108140724
41,13,0.552770798,0.84567933,0.242881723
42,3,0.096673649,0.88116859,0.672317581
42,4,0.61930886,0.420496748,0.415761705
42,5,1.040043336,0.507964007,0.05727971
42,6,0.505992459,0.572701191,0.18346702
42,7,0.145350475,1.007375115,0.00891031
42,8,0.166282199,0.358064621,0.342122761
42,9,0.194257172,0.538165214,0.269685914
42,10,0.233549683,0.31650993,0.498499327
42,11,0.292770022,0.064580266,1.187198594
42,12,0.953462589,0.472170822,1.625846178
42,13,1.366186614,0.960798571,2.286714917
43,3,1.023532631,0.111028716,0.40004721
43,4,0.45980049,0.365325607,0.611062549
43,5,0.149071198,0.693532731,0.721093747
43,6,0.06611796,0.758577575,0.7306648
43,7,0.25,0.982873501,0.85489975
43,8,0.43643578,1.065755413,0.215688409
43,9,0.656532164,0.810880703,0.007419507
43,10,0.405095747,1.228135398,0.188634546
43,11,0.149071198,1.039878146,0.109748961
43,12,0.45980049,0.163646519,0.398845598
43,13,1.069044968,0.173796355,0.833559623
44,3,0.792405816,0.221698324,1.022686663
44,4,1.175914589,0.375693917,0.033478916
44,5,1.608168802,0.492560269,0.189512406
44,6,1.469313525,0.291873733,0.28935975
44,7,0.944911183,0.425475998,0.222603838
44,8,1.48131216,0.57345876,0.674704565
44,9,1.984313483,0.759250152,0.797292177
44,10,1.539600718,0.163902562,0.309476933
44,11,1.30585725,0.362453236,0.440888327
44,12,1.155771193,0.670297369,0.481360458
44,13,1.048808848,0.91686199,1.185208419
45,3,0.264135272,0.683087503,0.814903766
45,4,0.523255952,0.162700012,0.778533326
45,5,0.724836948,0.031951118,0.615218691
45,6,0.53318647,0.082938324,0.441133537
45,7,0.755928946,0.303348917,0.858967807
45,8,0.304407774,0.078737288,0.821269462
45,9,0.087705802,0.583451052,0.229064738
45,10,0.140545674,0.688540975,0.246962387
45,11,0.429668924,0.659426498,0.394755004
45,12,0.890484069,0.34803617,0.634186377
45,13,1.880349512,0.147460077,1.603491864
46,3,1.366186614,1.226920318,0.956927136
46,4,1.574168309,0.978198157,0.505592703
46,5,1.926072713,0.259705957,0.05390688
46,6,1.791957341,0.296986459,0.175703591
46,7,0.981980506,0.341219208,0.307425641
46,8,1.486783883,0.791003459,0.407876712
46,9,0.913925662,1.0207682,0.809844417
46,10,0.946729262,1.201507084,1.411191452
46,11,1.040043336,1.519215802,1.537665409
46,12,1.243486651,1.233599801,2.303319989
46,13,1.658312395,0.707687696,1.671813276
47,3,0.428174419,0.155735571,0.245073658
47,4,0.668993608,0.115556769,0.686218422
47,5,0.866025404,0.079412284,0.68749328
47,6,0.730296743,0.097132906,0.183863511
47,7,0.645497224,0.250230511,0.258541093
47,8,0.585540044,0.4062686,0.410796985
47,9,0.540061725,0.105906831,0.555679466
47,10,0.503952631,0.573459355,0.556910766
47,11,0.474341649,0.439776157,0.622772973
47,12,0.449466575,0.090461123,0.918393211
47,13,0.428174419,0.444579946,0.726267421
48,3,1.203253637,0.134048598,0.120062625
48,4,1.352406865,0.414301947,0.375670945
48,5,1.579063844,0.076901765,0.062483688
48,6,1.988269694,0.100059304,0.155403913
48,7,1.344008326,0.365063799,0.197076868
48,8,1.963961012,0.726365359,0.854422049
48,9,1.264911064,0.158620014,0.300405038
48,10,1.328033379,0.058862052,0.192437022
48,11,0.918670803,0.036950208,0.285228662
48,12,1.093966244,0.122838132,0.660470133
48,13,1.443375673,0.441033357,1.236821857
49,3,0.552770798,1.351541931,2.807015379
49,4,0.583874208,0.264057351,0.627198025
49,5,0.621059003,0.040328802,0.399131265
49,6,0.666666667,0.456440524,0.309670425
49,7,0.724568837,0.332285089,0.241756848
49,8,0.801783726,0.09251402,0.089337689
49,9,0.912870929,0.033322823,0.065732291
49,10,0.692410734,0.172371245,0.115438108
49,11,0.112986537,0.351373457,0.269645792
49,12,0.345857232,0.01395657,0.128781585
49,13,0.552770798,0.237038267,0.517285573
50,3,1.039230485,0.120823378,1.085066873
50,4,2.276022265,0.470325777,0.641336036
50,5,1.408429434,0.491217936,0.875906448
50,6,1.000520698,0.091076682,0.278501561
50,7,0.75306978,0.228860041,0.314889932
50,8,0.750939261,0.143091634,0.164028175
50,9,0.682221029,0.43753591,0.353376005
50,10,0.629940788,0.407568113,0.144200719
50,11,0.588348405,0.100998132,0.576479475
50,12,0.554188873,0.003687243,0.830168257
50,13,0.52545639,0.158268692,0.235213624
51,3,1.123902974,0.119763695,0.204302638
51,4,1.680790676,0.069659938,0.017831119
51,5,2.574409875,0.169292247,0.070544568
51,6,4.024922359,0.441957707,0.76678332
51,7,1.792842914,0.361160272,0.84558796
51,8,1.351690671,0.366033022,0.704067735
51,9,1.135181203,0.581198237,0.560907248
51,10,1,0.54368815,0.62120196
51,11,0.905042056,0.041748473,0.246506903
51,12,0.83347626,0.750865653,0.375427116
51,13,0.776954655,0.109443717,0.471612256
52,3,0.6770032,1.36409773,1.396967132
52,4,0.124394083,0.644558498,0.552363509
52,5,0.102597835,0.059554364,0.083407748
52,6,0.276026224,0.275222394,0.02820811
52,7,0.171498585,0.447880021,0.24243386
52,8,0.6172134,0.262910858,0.413599719
52,9,0.43852901,0.141393894,0.515745993
52,10,0.276026224,0.348041693,0.410408911
52,11,0.774596669,0.797674966,0.788216061
52,12,0.72074997,0.343587701,0.314807326
52,13,0.6770032,1.119201159,0.977012438
53,3,0.124034735,1.195391203,0.982810427
53,4,0.45980049,1.178913939,0.523527621
53,5,0.149071198,1.25527894,0.375350092
53,6,0.405095747,1.405789601,0.448899434
53,7,1.274203871,1.654537273,1.090410869
53,8,1.242118007,0.920657957,0.839938148
53,9,1.060660172,1.208676661,0.883505694
53,10,0.942809042,1.68087418,0.913022915
53,11,0.85811633,1.071130026,0.737887601
53,12,0.793328828,1.792016356,0.853815775
53,13,0.741619849,1.219487909,0.092580383
54,3,0.647905804,1.70266417,1.099394709
54,4,0.6883951,0.931481031,0.85256522
54,5,0.737864787,0.942468991,1.255310929
54,6,0.800326731,0.496726344,0.764332155
54,7,0.882918713,0.189441684,0.794771457
54,8,0.890870806,0.207619124,0.671317421
54,9,1.156011953,0.051933043,0.707749281
54,10,0.544949261,0.176092389,0.794084942
54,11,0,0.117953766,0.532467013
54,12,0.6883951,0.855856941,0.016984061
54,13,0.647905804,0.905917173,0.347236117
55,3,0.105999788,0.566847769,0.699406571
55,4,0.154418287,1.076736786,1.435482856
55,5,0.32163376,0.406288553,0.91268578
55,6,0.344265186,0.07585354,0.450944741
55,7,1.027007559,0.092567155,0.342589918
55,8,0.952661023,0.049713569,0.106292678
55,9,0.846114112,0.029338501,0.166485606
55,10,0.769800359,0.407528532,0.193900402
55,11,0.711512474,0.048263092,0.276522985
55,12,0.665026648,0.089676838,0.505701313
55,13,0.626783171,0.701377632,0.15578942
56,3,0.872524748,0.310382958,0.59308114
56,4,0.943879807,0.123987719,0.277583353
56,5,1.037116076,0.396448926,0.35964125
56,6,0.737864787,0.037702018,0.514990834
56,7,0.442718872,0.277592787,0.381469218
56,8,0.67363307,0.057285711,0.287487701
56,9,0.970725343,0.130391155,0.123480069
56,10,0.737864787,0.247269168,0.798720646
56,11,0.534262944,0.585555647,1.152383427
56,12,0.31638923,1.158302219,1.618287907
56,13,0.911322377,0.558030569,1.172001309
57,3,1.443375673,0.340828576,0.182520373
57,4,0.809672639,0.55419986,0.405101129
57,5,0.484543712,0.37632871,0.275826908
57,6,0.282401804,0.265825197,0.50920258
57,7,0.131306433,0.186237249,0.166895362
57,8,0,0.347136313,0.28193314
57,9,0.332595053,0.290164344,0.246545573
57,10,0.210818511,0.115765616,0.66057591
57,11,0.078648376,0.204896839,0.570542165
57,12,0.590839157,0.595683044,1.356131071
57,13,1.717911381,0.226290814,0.350124942
58,3,1.212678125,0.75374348,0.717445032
58,4,0.668993608,1.142404102,0.27869666
58,5,0.404519917,0.932275983,0.131277242
58,6,0.236939551,0.379726611,0.48751911
58,7,0.645497224,0.436154104,0.685432066
58,8,0.585540044,0.433862948,0.307329554
58,9,0.540061725,0.228285353,0.548166058
58,10,0.503952631,0.761544515,0.122354481
58,11,0.474341649,1.297057,0.172963549
