Sonnet,Line,SH_value_m,SL_value_m,SH_value_v,SL_value_v,SH_value_r,SL_value_r
48,10,0,0.212678125,0,0,0,0
48,11,0,0,0,0,0,0
48,12,0,0,0,0,0,0
48,13,0,0.212678125,0,0.897432985,0,0.350546268
48,14,0,0.42535625,0.091912785,0,0,0.074651591
49,1,0,0,0,0,0,0
49,2,0,0,0,0.755932592,0,1.295411256
49,3,0,0,0.560889789,0,1.026478243,0
49,4,0,0,0.104190732,0,0.355962716,0
49,5,0,0,0,0.417800623,0,0
49,6,0,0,0,0,0,0
49,7,0,0,0.560889789,0,0,0
49,8,0,0,0,0,0,0
49,9,0.914854216,0,0,0,0,0
49,10,1.829708431,0,0,0,0,0
49,11,0.307475463,0,0.104299877,0,0,0
49,12,1.222329679,0,0,0,0,0
49,13,0,0,0,0,0,0
49,14,0,0,0,0,0,0.156254288
50,1,0,0,0,0,0,0
50,2,1.288585537,0,0,0,0.53949171,0
50,3,2.577171075,0,0.395743251,0,0,0
50,4,1.07965248,0,0,0,0,0
50,5,0,0,0,0.790027849,0,0.52858226
50,6,0,0,0,0.315437817,0,0
50,7,0,0,0,0,0,0
50,8,0,0,1.117084198,0,0,0
50,9,0,0,0,0,0,0.785163086
50,10,0,0,0,0.695847734,0,0.998500805
50,11,0,0,0,0,0,0.269519806
50,12,0,0,0,0,0.549788005,0
50,13,0,0,0,0,0.137945075,0
50,14,0,0,0,0,0,0
51,1,0,0,0,0,0,0
51,2,0,0.51636508,0,0,0,0
51,3,0,1.032730161,0,0,0,0
51,4,0,1.549095241,0,0,0,0
51,5,0,2.065460322,0,0,0,1.691989508
51,6,0,0.347182126,0,0,0,1.071087989
51,7,0,0,0,0,0,0
51,8,0,0,0,0,0,0
51,9,0,0,0,0,0,0
51,10,0,0,0.688214616,0,0.297907592,0
51,11,0,0,0,0.685091331,0,0
51,12,0,0,1.016380419,0,0.802581295,0
51,13,0,0,0,0,0,0
51,14,0,0,0,0,0,0
52,1,0,0,0,0,0,0
52,2,0,0,0,0,0.157859911,0
52,3,0,0.58113883,0,0,0,0
52,4,0,0,0,0.39421548,0,0.623172298
52,5,0,0,0,0.523902292,0,0
52,6,0,0.58113883,0,0.190971527,0,0
52,7,0,1.16227766,0,0,0,0
52,8,0,0,0,0,0,0
52,9,0,0,0,0,0,0
52,10,0,0.58113883,0,0.104833421,0,0
52,11,0,0,0.429228178,0,0.476543774,0
52,12,0,0,0,0.043807273,0,0
52,13,0,0,0,0,0.666557707,0
52,14,0,0,0.100720484,0,0,0
53,1,0,0,0,0,0,0
53,2,0,0,0,0.373936583,0,0.604966978
53,3,0,0,0,0.017105792,0,0
53,4,0,0,0,0,0,0
53,5,0,0,0,0,0,0
53,6,0,1.523573073,0,0,0,0.970689017
53,7,0,1.441236008,0.473274709,0,0,0
53,8,0,0,0,0,0,0
53,9,0,0,0,0,0,0
53,10,0,0,0.473274709,0,0,0
53,11,0,0,0,0,0,0
53,12,0,0,0.522040698,0,1.204440611,0
53,13,0,0,0.40145403,0,0.960341603,0
53,14,0,0,0.572740838,0,0,0
54,1,0,0,0,0,0,0
54,2,0,0,0.038917427,0,0,0
54,3,0,0,0,0,0,0
54,4,0,0,0,0,0.272991073,0
54,5,0,0,0,0,0,0
54,6,0,0,0,0,0,0
54,7,0,0,0,0,0,0
54,8,0,0,0,0,0,0
54,9,0,0.820930936,0,0,0,0
54,10,0,1.641861872,0,0,0,0
54,11,0,2.462792808,0,0.673957837,0,0.54718435
54,12,0,0.855815829,0,0,0,0.227914143
54,13,0,0,0.572562225,0,0.892878488,0
54,14,0,0,0,0,0,0.255388978
55,1,0,0,0,0,0,0
55,2,0,0,0.105543166,0,0.374736347,0
55,3,0,0,0.553334824,0,1.206279599,0
55,4,0,0,0,0.244201485,0,0
55,5,0,1.157277487,0,0.737246637,0,0.048360154
55,6,0,2.314554973,0,0,0,0
55,7,0,2.099019514,0,0,0,0
55,8,0,0.510671108,0,0,0,0
55,9,0,0,0,0.493045152,0,0.283939979
55,10,0,0,0.235507962,0,0.515528735,0
55,11,0,0,0,0,0,0
55,12,0,0,0,0.027200373,0,0.544316637
55,13,0,0,0,0,0,0
55,14,0,0,0.334573687,0,0,0
56,1,0,0,0,0,0,0
56,2,0,0,0,0,0,0
56,3,0,0,0,0,0,0
56,4,0,0,0,0,0,0
56,5,0,0,0.070328922,0,0,0
56,6,0,0,0,0,0,0
56,7,0,0,0,0,0,0
56,8,0,0,0,0,0,0.530248875
56,9,0,0,0,0.333237227,0,1.636652618
56,10,0,0,0,0.219238215,0,1.173830286
56,11,0,0,0,0.105239204,0,0.422012345
56,12,0,0,0.612504271,0,0.363886243,0
56,13,0,1.393172106,0.169285637,0,0,0
56,14,0,0,0,0,0.422213005,0
57,1,0,0,0,0,0,0
57,2,0,0.212678125,0,0,0,0
57,3,0,0,0,0,0,0.352318161
57,4,0,0,0,0,0,0
57,5,0,0,0,0,0,0
57,6,0,0,0,0,0.093879435,0
57,7,0,0,0,0,0,0
57,8,0,0.212678125,0,0,0,0
57,9,0,0,0,0.463062379,0,0.264884909
57,10,0,0,0,0,0,0
57,11,0,0.212678125,0,0,0,0.263095037
57,12,0,0.42535625,0.883854572,0,1.316618307,0
57,13,0,0,1.342917464,0,1.181890383,0
57,14,1.182820625,0,0,0.876547816,0,0
58,1,0,0,0,0,0,0
58,2,0,0,0.446707921,0,0,0
58,3,0,0,0.699365204,0,0,0
58,4,0,0,0,0,0,0
58,5,0,0,0,0.3252308,0,0.236845358
58,6,0,1.449489743,0,0,0,0
58,7,0,0.041241452,0,0,0.237257271,0
58,8,0,0,0,0,0,0
58,9,0,0,0.620607146,0,1.372052953,0
58,10,0,0,0.543129563,0,0.47999488,0
58,11,0,0,0,0,0,0
58,12,0,0,0,0,0,0
58,13,0,0,0,0.736468882,0,0
58,14,0,0,0,0.69374982,0,0
59,1,0,0,0,0,0,0
59,2,0,0.527525232,0,0,0,0
59,3,0,1.055050463,0,0,0,1.00949134
59,4,0,1.582575695,0,1.270541088,0,1.092292164
59,5,0,0.582575695,0,0.529840436,0,0.39995279
59,6,0,0,0,0,0,0
59,7,0.527525232,0,0,0,0,0
59,8,0,0,0,0,0,0
59,9,0,0,0,0,0,0
59,10,0.527525232,0,0,0,1.234551118,0
59,11,0,0,0.751942392,0,0.991087815,0
59,12,0,0,0,0,0,0
59,13,0,0,0.193873045,0,0,0
59,14,0.527525232,0,1.111592174,0,0,0
60,1,0,0,0,0,0,0
60,2,0,0,0,0,0,0
60,3,0,0,0,0,0,0
60,4,0,0,0,0,0,0
60,5,0.249390095,0,0,0,0,0
60,6,0.49878019,0,0,0,0,0
60,7,0,0,0,0,0,0
60,8,0,0,0.150849552,0,0,0
60,9,0.249390095,0,0,0,0,0
60,10,0,0,0,0,0.368069447,0
60,11,0,0,0,0,0,0
60,12,0,0,0,0,0,0.446594776
60,13,0.249390095,0,0.150849552,0,1.446492353,0
60,14,0.49878019,0,1.475704775,0,1.647960951,0
61,1,0,0,0,0,0,0
61,2,0,0,0,0,0,0
61,3,0,0,0,0,0,0
61,4,0,0,0,0,0,0
61,5,0,0,0,0,0,0
61,6,0,0,0,0,0,0.078706385
61,7,0,0,0,0.363779637,0,0
61,8,0,0,0,0.458459321,0,0
61,9,0,0,0,0.43675408,0,0.192428826
61,10,0,0,0.976017624,0,1.083847374,0
61,11,0,0,1.873266445,0,1.747135861,0
61,12,1.523573073,0,1.894734776,0,1.666300674,0
61,13,0,0,0.823085019,0,1.1381413,0
61,14,0,0,0,0,0.207069473,0
62,1,0,0,0,0,0,0
62,2,0,0,0,0,0,0
62,3,0,0,0,1.262745542,0,1.065766766
62,4,0,0,0,0.404032792,0.358096387,0
62,5,0.154700538,0,0,0,0.220459122,0
62,6,0.309401077,0,0,0,0,0
62,7,0.464101615,0,0,0,0,0
62,8,0.618802154,0,0,0,0,0
62,9,0,0,0,0,0,0
62,10,0,0,0,0,0,0
62,11,0,0,0,0,0,0
62,12,0,0,0,0,0,0.422647236
62,13,0.154700538,0,0.426392522,0,0.424216179,0
62,14,0.309401077,0,0.932940899,0,0.386383241,0
63,1,0,0,0,0,0,0
63,2,0,0,0,0,0,0.207639783
63,3,0,0,0,0.259083552,0,0.057570204
63,4,0,0,0,0,0,0
63,5,0,0,0,0,0,0
63,6,0,0,0.008248149,0,0.413535496,0
63,7,0,0,0,0,0,0.095737934
63,8,0,0,0,0.259083552,0,0
63,9,0,0,0,0,0,0
63,10,0,0,0,0.832875008,0,0
63,11,0,0,0,0,0,0
63,12,0,0,0.65073115,0,0.773152942,0
63,13,0,0,0.81015177,0,1.171835043,0
63,14,0,0,0,0,1.486321153,0
64,1,0,0,0,0,0,0
64,2,0,0,0.446157452,0,0,0
64,3,0,0,0,0,0,0
64,4,0,0,0,0,0,0
64,5,0.341640786,0,0.001835621,0,0,0
64,6,0.683281573,0,0,0,0.409183392,0
64,7,1.024922359,0,0.109198284,0,1.42479539,0
64,8,1.366563146,0,0,0,0.581010999,0
64,9,1.708203932,0,0,0,0.002646351,0
64,10,0,0,0,0,0,0.437139221
64,11,0,0,0,0.015929561,0,0
64,12,0,0,0.201689767,0,0,0.131644808
64,13,0,0,0,0.040412601,0,0.704507677
64,14,0,0,0,0.667874087,0,0
65,1,0,0,0,0,0,0
65,2,0,0,0,0.622695627,0,0.305932408
65,3,0,0,0,0.136558459,0,0.382804706
65,4,0,0,0,0,0,0.42092035
65,5,0,0,0,0,0,0
65,6,0,0,0,0,0,0
65,7,0,0,0,0,0,0
65,8,0,0,0,0,0,0
65,9,0,0,0,0.429359575,0,0.275654707
65,10,0,0,0.33218463,0,0,0
65,11,0,0,0.802865831,0,0,0
65,12,0,0,0.313963647,0,0,0.07616553
65,13,1.157277487,0,0.490232106,0,0,0
65,14,2.314554973,0,0.93725706,0,1.23900994,0
66,1,0,0,0,0,0,0
66,2,0,0,0,0,0,0
66,3,0,0,0,0.570553929,0,0
66,4,0,0,0,0,0.569476295,0
66,5,0,0,0,0,0,0.386657807
66,6,0,0,0,0,0,0
66,7,0,0,0,0,0,0.292589203
66,8,0,0,0.525917721,0,0,0
66,9,0,0,0,0,0,0
66,10,0,0,0,0,0,0
66,11,0,0,0.017602231,0,0,0
66,12,0,0,0,0,0.585479022,0
66,13,0,0,0,0.177094017,0,0.206064512
66,14,2.605551275,0,0.017602231,0,0,0
67,1,0,0,0,0,0,0
67,2,0,0,0,0,0.98721443,0
67,3,0,0,0,0,0,0
67,4,0,0,0,0,0,0
67,5,0,0,0,0,0,0
67,6,0,0,0,1.022930041,0,0
67,7,0,0,0,0,0,0.149176843
67,8,0,0,0,0,0,0
67,9,0,0,0,0,0,0
67,10,0,0,0,0,0,0
67,11,0,0,0,0,0,0
67,12,0,0,0.474539728,0,0.620424825,0
67,13,1.449489743,0,0.53401786,0,0.479495413,0
67,14,2.898979486,0,0,0.675086801,0,0.094775941
68,1,0,0,0,0,0,0
68,2,0,0,0,0,0,0
68,3,0,0.114941219,0,0,0,0.787250113
68,4,0,0.229882439,0,0,0,0
68,5,0,0.344823658,0,0.784349985,0,0
68,6,0,0.459764877,0,0,0,0
68,7,0,0.574706097,0,0,0,0
68,8,0,0.689647316,0,0.784349985,0,0.571390016
68,9,0,0,0,0,1.397737264,0
68,10,0,0,0.312506,0,0.575298357,0
68,11,0,0,0,0,0,0
68,12,0,0,0.197614698,0,0,0
68,13,0,0,0,0,0,0
68,14,0,0,0.78827754,0,0,0
69,1,0,0,0,0,0,0
69,2,0.341640786,0,0,0,0,1.275014581
69,3,0.683281573,0,0,0,0,0
69,4,1.024922359,0,0,0,0,0
69,5,1.366563146,0,0.357373329,0,0.618443314,0
69,6,0.456005865,0,0,0,0,0
69,7,0,0.162755348,0.695282329,0,0,0
69,8,0,0.325510697,0,0,0,0
69,9,0,0,0.470141555,0,0.979554261,0
69,10,0,0,0,0,0,0
69,11,0,0,0.235900187,0,0,0
69,12,0,0.162755348,0,0,0,0
69,13,0,0.325510697,0,0,0,0
69,14,0,0.488266045,0,0,0,0
70,1,0,0,0,0,0,0
70,2,0,0,0,0,0,0
70,3,0,0.292486066,0,0,0,0.388814231
70,4,0,0.584972132,0,0,0.761969292,0
70,5,0,0,0,0,0.783213758,0
70,6,0,0,0.103277509,0,1.265593201,0
70,7,0,0.292486066,0.488272419,0,1.589815151,0
70,8,0,0,0,0,0.658953693,0
70,9,0,0,0,0,0,0
70,10,0,0,0,0,0,0
70,11,0,0.292486066,0.807059729,0,0,0
70,12,0,0.584972132,0,0,0,0.087133117
70,13,0,0,0,0.808739661,0,0.011233984
70,14,0,0,0,0.691032986,0,0
71,1,0,0,0,0,0,0
71,2,0,0,0,0,0,0
71,3,0,0,0,0,0,0
71,4,0,0,0,0,0,0.616202742
71,5,0,0,0,0,0,0
71,6,1.393172106,0,0.954343707,0,1.132591993,0
71,7,1.190896141,0,1.147206085,0,1.464178333,0
71,8,0,0,0,0,0,0
71,9,0,0,0,0,0,0
71,10,0,0,0,0,0,0
71,11,0,0,0,0,0,0
71,12,0,0,0.286487132,0,0,0
71,13,0,0,0.269285695,0,0,0
71,14,0,0,0,0,0,0
72,1,0,0,0,0,0,0
72,2,0,0,0.216598136,0,0.597727229,0
72,3,0,0.154700538,0,0,0,0
72,4,0,0.309401077,0,0.169021841,0.255775182,0
72,5,0,0,0,0,0,0.026941371
72,6,0,0,0,0,0.293684652,0
72,7,0,0,0,0,0.839172375,0
72,8,0,0.154700538,0,0,0,0
72,9,0,0,0.216598136,0,0,0
72,10,0,0,0.332864489,0,0,0
72,11,0,0.154700538,0,0,0,0
72,12,0,0,0,0.880197119,0,0
72,13,0,0.154700538,0,1.5049276,0,0.409028835
72,14,0,0.309401077,0,0,0,0.418629058
73,1,0,0,0,0,0,0
73,2,0,0.028991511,0,0,0,0
73,3,0,0.057983022,0,0,0,0
73,4,0,0,0,0,0,0.777850996
73,5,0,0.028991511,0,0,0,0
73,6,0,0.057983022,0,0,0,0
73,7,0,0.086974533,0,0,0,0
73,8,0,0,0,0,0,0.109632593
73,9,0.371988681,0,0,0.356780801,0,0
73,10,0.743977362,0,0,0,0,0
73,11,0,0.028991511,0,0,0,0.278013516
73,12,0,0,0,0,0,0
73,13,0.371988681,0,1.496152429,0,1.282451496,0
73,14,0.743977362,0,2.648886238,0,1.303688513,0
74,1,0,0,0,0,0,0
74,2,0,0.371988681,0,0,0,0
74,3,0.028991511,0,0.522597105,0,0,0
74,4,0.057983022,0,0,0,0,0
74,5,0,0,0,0,0,0
74,6,0.028991511,0,0,0,0,0
74,7,0,0.371988681,0,0,0,0
74,8,0.028991511,0,0.834537656,0,0.785181886,0
74,9,0,0,0,0.351621866,0,0.027401356
74,10,0,0,0,1.332503119,0,0.776641791
74,11,0,0.371988681,0,1.712914629,0,1.436556529
74,12,0,0.743977362,0,0.641821832,0,1.467208896
74,13,0.028991511,0,0,0,0,0
74,14,0.057983022,0,0,0,0,0
75,1,0,0,0,0,0,0
75,2,0.162755348,0,0,0,0,0
75,3,0,0,0.030019357,0,0,0
75,4,0,0.341640786,0,0,0,0
75,5,0.162755348,0,0.609358853,0,0.977229675,0
75,6,0,0.341640786,0,1.055750059,0,0.792849844
75,7,0,0,0,0,0,0
75,8,0,0,0.115462551,0,0.822256689,0
75,9,0.162755348,0,0,0,0.013826566,0
75,10,0,0.341640786,0,0.1886171,0,0
75,11,0,0.683281573,0,0,0,0
75,12,0.162755348,0,0,0,0,0
75,13,0,0,0,0,0,0
75,14,0,0,0,0,0,0.135162272
76,1,0,0,0,0,0,0
76,2,0,0,0,0,0,0
76,3,0,0,0,0,0,0
76,4,0,0,0,0.271958772,0,0
76,5,0,0,0,0,0,0
76,6,0,0,0,0,0,0
76,7,0,0,0,0,0,0
76,8,0,0,0,0,0,0
76,9,0.154700538,0,0.975543448,0,0.909945846,0
76,10,0.309401077,0,0.657324437,0,1.245991898,0
76,11,0.464101615,0,1.19503875,0,0.452257467,0
76,12,0.618802154,0,0,0,0,0
76,13,0.773502692,0,0,0,0,0
76,14,0.92820323,0,0.537714313,0,0,0
77,1,0,0,0,0,0,0
77,2,0,0.114941219,0,0,0,0.670628099
77,3,0,0,0,0,0,0.114343635
77,4,0,0,0,0,0,0
77,5,0,0.114941219,0.348678146,0,0,0
77,6,0,0.229882439,0,0.650142588,0,0
77,7,0,0.344823658,0,0.409272171,0,0
77,8,0,0.459764877,0.271712214,0,0,0
77,9,0,0,0,0,0,0
77,10,0,0,0,0.06821499,0,0.042656838
77,11,0,0,0,0,0,0.243040345
77,12,0,0,0,0,0,0
77,13,0,0,0,0,0,0
77,14,0,0,0.348678146,0,1.256852405,0
78,1,0,0,0,0,0,0
78,2,0,0,0,0,0.101070686,0
78,3,0,0.914854216,0,0,0,0
78,4,0,1.829708431,0,0,0,0
78,5,0,0.307475463,0,0.45874529,0,0
78,6,0,0,0,0.517570319,0,0.706811957
78,7,0,0,0,0,0,0.008450048
78,8,0,0,0.036339552,0,0,0
78,9,0,0,0.351338403,0,0.475228683,0
78,10,0,0,0,0,0,0
78,11,0,0.914854216,0,0,0,0
78,12,0,0,0.936829351,0,0.299507565,0
78,13,0,0,0,0,0,0
78,14,0,0,0,0.886772397,0,0.923721913
79,1,0,0,0,0,0,0
79,2,1.049390153,0,0.073738188,0,0.450632316,0
79,3,0,0,0,0,0,0.57624678
79,4,0,0,0,0.661595858,0,1.10214415
79,5,0,0,0.903056095,0,0.684584761,0
79,6,0,0,0,0,0,0
79,7,0,0,0,0,0,0
79,8,0,0,0,0.530704123,0,0.220182735
79,9,0,0,0,0,0,0.083815989
79,10,1.049390153,0,0.109114333,0,0,0
79,11,0,0,0,0,0,0
79,12,0,0,0,0,0,0
79,13,0,0,0,0,0,0
79,14,0,0,0,0,0,0
80,1,0,0,0,0,0,0
80,2,0,0,0.184600843,0,0,0
80,3,0,0,0.369201687,0,0.279324776,0
80,4,0,0,0.221779433,0,0,0
80,5,0.411773158,0,0,0,0.013027307,0
80,6,0.823546315,0,0.184600843,0,0.069910858,0
80,7,0,0,0,0.537704772,0,0
80,8,0.411773158,0,0,0,0,0
80,9,0.823546315,0,0,0,0,0
80,10,0.072682755,0,0,0,0,0
80,11,0,0,0,0.646960235,0,0.8782809
80,12,0,0,0,0,0.31462606,0
80,13,0,0,0,0,0,0
80,14,0,0,0,0.480664907,0,0.907850107
81,1,0,0,0,0,0,0
81,2,0,0.154700538,0,0,0,0.072377091
81,3,0,0,0,0.217122163,0,0.191867207
81,4,0,0.154700538,0,0,0,0
81,5,0,0,0.115512235,0,0.246873636,0
81,6,0,0.154700538,0,0.217122163,0,0
81,7,0,0.309401077,0,0.234594548,0,0
81,8,0,0,0,0,0,0
81,9,0,0,0.638391431,0,0.331206823,0
81,10,0,0,0,0,0,0
81,11,0,0,0,0,0,0
81,12,0,0.154700538,0,0.352235905,0,0.603482268
81,13,0,0,0.586487981,0,0.925768958,0
81,14,0,0,0.01544665,0,0.34924089,0
82,1,0,0,0,0,0,0
82,2,0,0,0,0,0,0
82,3,0,0,0,0,0,0
82,4,0,0,0,0,0.633802434,0
82,5,0,0,0,0,0.373910704,0
82,6,0,0,0,0,0,0
82,7,0,0,0,0,0,0
82,8,0,0,0,0,0,0
82,9,0,0,0.141650284,0,0,0
82,10,0,0.45999279,0,0.603603109,0,0
82,11,0,0,0.256950926,0,0.016809226,0
82,12,0,0,0.327702057,0,0,0
82,13,0,0.45999279,0,0,0,1.097840822
82,14,0,0.91998558,0,0.863089234,0,1.856048677
83,1,0,0,0,0,0,0
83,2,0,0,0,0,0,0
83,3,0,0,0,0,0.079054249,0
83,4,0,0,0,0.245233334,0,0
83,5,0,0.292486066,0,0,0,0
83,6,0,0,0,0,0,0
83,7,0,0.292486066,0,0,0,0
83,8,0,0,0.288566307,0,0,0
83,9,0,0.292486066,0,0.880382804,0,0.747029428
83,10,0,0,0,0,0,0
83,11,0,0,0,0.602950033,0,0.451055845
83,12,0,0.292486066,0,0,0,0
83,13,0,0,0,0,0.866531195,0
83,14,0,0.292486066,0.728509288,0,0.62070414,0
84,1,0,0,0,0,0,0
84,2,0,0,0.248361847,0,1.044655976,0
84,3,0,0,0,0,0,0
84,4,0,0,0,0,0,0
84,5,0,0.45999279,0,0,0,0
84,6,0,0.91998558,0,0.996138822,0,0
84,7,0,0,0,0.793083931,0,0
84,8,0,0,0,0,0,0
84,9,0,0,0,0,0,0
84,10,0,0,0.182420105,0,0,0.253112347
84,11,0,0,0,0,0,0
84,12,0,0,0,0,0.81268019,0
84,13,0,0.45999279,0,0,0,0
84,14,0,0.91998558,0.368559454,0,0,0.71209846
85,1,0,0,0,0,0,0
85,2,0,0,0.251573488,0,0,0
85,3,0,0,0,0,0,0
85,4,0,0,0,0,0,0
85,5,0,0,0.101404781,0,0,0
85,6,0,0.154700538,0,0.123490605,0,0
85,7,0,0.309401077,0,0,0,0
85,8,0,0.464101615,0,0,0,0
85,9,0,0.618802154,0,0,0,0
85,10,0,0.773502692,0,0,0.022782455,0
85,11,0,0,0.304758238,0,0,0
85,12,0,0,0,0,0,0
85,13,0,0,0,0,0,0
85,14,0,0,0,1.055527283,0,1.661041488
86,1,0,0,0,0,0,0
86,2,0.411773158,0,0.08464609,0,0.95433885,0
86,3,0,0,0,0,0,0
86,4,0,0,0,0,0,0
86,5,0,0,0,0,0,0
86,6,0,0,0,1.07343622,0,0.279567523
86,7,0,0,0,1.020785336,0,0
86,8,0,0,0.341101721,0,0,0
86,9,0,0,0,0.00327559,0,0
86,10,0,0,0,0,0,0.306092236
86,11,0.411773158,0,0,0,0.151700356,0
86,12,0.823546315,0,0,0,0,0.075435119
86,13,0,0,0,0,0,0
86,14,0,0,0,0,0,0
87,1,0,0,0,0,0,0
87,2,0,0,0,0,0,0
87,3,0,0,0,0,0,0
87,4,0,0,0,0,0,0
87,5,0,0,0,0,0,0
87,6,0,0,0,0,0,0.490009768
87,7,0,0,0.195981202,0,0.724603677,0
87,8,0,0,0,0,0,0.60406427
87,9,0.58113883,0,0,0,0,0.733006085
87,10,0,0,0,0.732238751,0,0.4684574
87,11,0.58113883,0,0.742450233,0,0.861187931,0
87,12,1.16227766,0,0.218367203,0,0.268879297,0
87,13,1.74341649,0,0,0,0,0
87,14,0.110960958,0,0,1.09954268,0,0
88,1,0,0,0,0,0,0
88,2,0,0.292486066,0,0,0,0
88,3,0,0,0,0.266012888,0,0
88,4,0,0,0.091726646,0,0,0
88,5,0,0.292486066,0,0,0,0
88,6,0,0,0,0,0,0
88,7,0,0.292486066,0,0.512297402,0,0.089032471
88,8,0,0,0.517599026,0,0,0
88,9,0,0,0,0,0.214084863,0
88,10,0,0,0.280397712,0,0.588365673,0
88,11,0,0.292486066,0,0,0,0.819115425
88,12,0,0,0,0,0,0.072287303
88,13,0,0,0.377717726,0,0.925762427,0
88,14,0,0,0,0.512297402,0,0
89,1,0,0,0,0,0,0
89,2,0,0,0,0,0,0
89,3,0,0,0,0,0,0
89,4,0,0,0,0,0,0
89,5,0,0,0,0.603754688,0,0.433097828
89,6,0,0,0.121764063,0,0,0
89,7,0,0,0,0.130951629,0,0
89,8,0,0,0,0,0,0.364766289
89,9,0,0,0,0,0.124122211,0
89,10,0.616447718,0,1.397451322,0,1.101050941,0
89,11,1.232895436,0,0,0.080440992,0,0.211819981
89,12,1.849343155,0,0,0,0,0
89,13,1.208553759,0,0,0,0,0
89,14,0,0,0,0,0,0
90,1,0,0,0,0,0,0
90,2,0,0,0,0,0.154218745,0
90,3,0,0,0,0,0.147808245,0
90,4,0,0,0.613490521,0,0,0
90,5,0,0,0,0.021308352,0,0
90,6,0,0,0,0,0,0
90,7,0,0,0.135226699,0,0,0
90,8,0,0,0.086233259,0,0,0
90,9,0,0,0,0,0,0
90,10,0,0,0,0.100213831,0,0.023866355
90,11,0.341640786,0,0,0,0.757720321,0
90,12,0.683281573,0,0,0.171389793,0,0
90,13,1.024922359,0,0,0.72700096,0,0.44496783
90,14,1.366563146,0,0,0,0,0
91,1,0,0,0,0,0,0
91,2,0,0,0,0,0,0
91,3,0,0,0,0.894335875,0,0.151265353
91,4,0,0,0,0.766181583,0,0
91,5,0,0,0,0,0,0
91,6,0,0,0,0,0.029731768,0
91,7,0,0,0,0,0,0.147850766
91,8,0,0,0.060090636,0,0,0
91,9,0,0,0.120181272,0,0.101960055,0
91,10,0,0,0.356145068,0,0,0
91,11,0,0,0.027374081,0,0,0
91,12,0,0,0,0,0,0
91,13,0,0.890570661,0,0.616820157,0,0.072427701
91,14,0,1.781141323,0,0.488665866,0,1.161726538
92,1,0,0,0,0,0,0
92,2,0,0,0,0,0,0
92,3,0,0,0,0,0,0
92,4,0,0,0.064460192,0,0,0
92,5,0,0,0,0,0,0.297497207
92,6,0,0,0,0,0,0
92,7,0,0,0,0,0.010318141,0
92,8,0,0,0,0,0,0
92,9,0,0,0,0,0,0.13347
92,10,0,0,0,0,0,0
92,11,0,0,0,0,0.451210185,0
92,12,0,0,0.47456539,0,0.904483001,0
92,13,0,1.049390153,0,0.808095287,0.552361978,0
92,14,0,0.732520204,0,0.030949045,0,0
93,1,0,0,0,0,0,0
93,2,0,0.01695036,0,0,0,0.623931463
93,3,0,0.033900719,0,0,0,0
93,4,0,0.050851079,0,0,0,0
93,5,0.571650556,0,0,0.895168568,0,0
93,6,0,0.01695036,0,0.263637246,0,0
93,7,0,0,0,0,0,0.308354425
93,8,0,0,0,0,0,0.678410687
93,9,0,0,0.25138716,0,0,0
93,10,0.571650556,0,0.565217281,0,0.772071949,0
93,11,0,0,0,0,0,0
93,12,0.571650556,0,0,0.453389703,0,0
93,13,0,0.01695036,0.142773019,0,0.326571586,0
93,14,0,0.033900719,0.198695405,0,0,0
94,1,0,0,0,0,0,0
94,2,0,0,0,0,0,0
94,3,0,0,0,0,0,0
94,4,0,0,0,0,0,0
94,5,0.341640786,0,0,0,0.807151489,0
94,6,0.683281573,0,0.163627393,0,0.677599916,0
94,7,1.024922359,0,0,0,0,0
94,8,0,0.162755348,0.775132654,0,0.245206508,0
94,9,0.341640786,0,0.76697185,0,1.026269389,0
94,10,0,0,0,0.685425457,0,0
94,11,0,0.162755348,0,0,0,0
94,12,0,0.325510697,0,0,0,0
94,13,0,0.488266045,0,0,0,0
94,14,0,0.651021393,0,0.374992294,0,0.440815182
95,1,0,0,0,0,0,0
95,2,0,0.154700538,0,0,0,0
95,3,0,0.309401077,0.185915625,0,0.155667807,0
95,4,0,0,0,0,0,0.423211778
95,5,0,0.154700538,0,0,0,0
95,6,0,0.309401077,0,0,0,0.659229044
95,7,0,0,0.306283505,0,0.027351674,0
95,8,0,0,0,0,0,0
95,9,0,0,0,0,0,0.318879115
95,10,0,0,0,0,0,0
95,11,0,0,0,0,0,0
95,12,0,0,0,0,0.354595375,0
95,13,0,0.154700538,0.18875449,0,0.054474018,0
95,14,0,0.309401077,0,1.488711381,0,0
96,1,0,0,0,0,0,0
96,2,0.08012345,0,0.113178558,0,0,0
96,3,0.160246899,0,0,0,0,0
96,4,0.240370349,0,0,0,0,0
96,5,0,0,0,0,0,0
96,6,0.08012345,0,0.245120612,0,0.284106505,0
96,7,0,0.08012345,0,0.021293854,0,0
96,8,0.08012345,0,0.093515063,0,0,0
96,9,0,0.08012345,0,0.49754371,0,0.494413113
96,10,0,0.160246899,0,0,0,0
96,11,0,0.240370349,0,0,0,0
96,12,0,0.320493799,0,0,0,0
96,13,0,0,0,0.781287946,0.329573155,0
96,14,0.08012345,0,0,0,0.385879452,0
97,1,0,0,0,0,0,0
97,2,0.249390095,0,0.359857898,0,0.917326976,0
97,3,0,0,0,0,0,0
97,4,0,0,0,0,0,0.175838333
97,5,0.249390095,0,0,0,0,0
97,6,0.49878019,0,0.629165394,0,0.725552167,0
