Sonnet,line,sentiment_m,sentiment_v,sentiment_r
11,13,1,0.721743811,0.459954087
11,14,1,0.645209903,0.198087497
12,1,0,0.006350915,0.013362528
12,2,1,0.566953714,0.63380361
12,3,0,0.566953714,0.855428802
12,4,0,0,0.151658752
12,5,0,0,0.309491551
12,6,2,0,0.199082976
12,7,2,0,0.226470959
12,8,0,0,0.194022302
12,9,0,0.630678149,0.348351658
12,10,0,0.630678149,0.958879525
12,11,0,0.823466093,0.576157546
12,12,0,1.468675996,0.644582168
12,13,0,0.782992465,0.169375895
12,14,2,0.685683531,0.661152627
13,1,0,0.850376749,0.707688576
13,2,1,1.175349839,0.822275764
13,3,0,0.318622174,0.283604865
13,4,2,0.49386437,0.443114964
13,5,1,0.173950484,0.245520918
13,6,1,0.530032293,0.883102291
13,7,0,0.137782562,0.111884858
13,8,0,0.773304629,0.865842149
13,9,2,0.692572659,1.299736252
13,10,2,0.450914962,1.132676595
13,11,2,0.531646932,0.350691575
13,12,0,0.6,0.627194406
13,13,0,1.262432723,1.184556363
13,14,2,0.662432723,0.441351838
14,1,0,0.006350915,0.210487421
14,2,0,0,0.308068434
14,3,0,0.204628633,0.136935317
14,4,1,0.448223897,0.150856987
14,5,1,0.243595264,0.162284364
14,6,1,0,0.34993468
14,7,1,0.294079656,0.259938463
14,8,0,0.255543595,0.416087436
14,9,0,0.549623251,0.329941632
14,10,1,0,0.545235108
14,11,0,0.782454252,0.012853974
14,12,0,0.782454252,0.837512662
14,13,1,0,0.038685411
14,14,1,0.432615716,0.325906392
15,1,0,0.006350915,0.244753459
15,2,1,0.354251884,0.172746902
15,3,1,0.176103337,0.293043149
15,4,0,0.178148547,0.172964791
15,5,0,0.342518837,0.067131393
15,6,0,0.207104413,0.279087423
15,7,1,0.207104413,0.120595923
15,8,0,0.224434876,0.093572062
15,9,0,0.566953714,0.610857808
15,10,2,0.644133477,1.092944434
15,11,2,1.076749193,0.942411174
15,12,0,0.432615716,0.08263248
15,13,2,0.083100108,0.004236597
15,14,0,0.083100108,0.356334074
16,1,0,0.006350915,0.196265331
16,2,1,0.837782562,0.745066216
16,3,2,0.405166846,0.951690484
16,4,0,1.117330463,0.665521163
16,5,0,0.037029064,0.228778
16,6,1,0.721743811,0.797753839
16,7,1,0.782454252,0.551689751
16,8,0,0.782454252,0.086628318
16,9,0,0,0.665005401
16,10,1,0,0.127168273
16,11,0,0.417115178,0.358328326
16,12,1,0.417115178,0.254843732
16,13,2,0,0.0469524
16,14,0,0.49386437,0.257036235
17,1,1,0.006350915,0.351296208
17,2,2,0,0.501120178
17,3,2,0.306350915,0.045221094
17,4,0,0.497847147,0.543070261
17,5,2,0.822174381,1.346524085
17,6,0,0.05489774,0.301221019
17,7,2,1.139289559,1.09597307
17,8,2,1.112917115,1.141753056
17,9,2,0.659203445,0.506922023
17,10,0,0.584930032,0.796592426
17,11,2,0.802691066,0.84264785
17,12,0,0.217761033,0.034014091
17,13,0,0.566953714,0.051383084
17,14,0,0.566953714,0.616504284
18,1,1,0.006350915,0.06433637
18,2,0,0.671689989,0.980744084
18,3,2,0.158557589,1.155780749
18,4,0,0.5131324,0.120641353
18,5,0,0.549623251,0.666320878
18,6,0,0.549623251,0.611293089
18,7,0,0.6,0.350435713
18,8,0,0.330893434,0.653797528
18,9,2,0.269106566,0.590643515
18,10,0,0.593218515,0.631768713
18,11,0,0.071474704,0.136119134
18,12,0,0.521743811,0.422490497
18,13,1,0,0.082448399
18,14,1,0,0.679065845
19,1,1,0.006350915,0.236233467
19,2,0,0.49386437,0.605506968
19,3,0,0.105059203,0.498535524
19,4,0,0.388805167,0.125381594
19,5,1,0.432615716,0.013795634
19,6,0,0.432615716,0.518065573
19,7,0,0.531646932,0.253941599
19,8,1,1.441119483,0.641142053
19,9,0,1.251991389,0.739014413
19,10,0,0.101937567,0.175822397
19,11,2,0.003013994,0.108394995
19,12,0,0.288051668,0.344339289
19,13,2,0.930678149,0.78793515
19,14,2,1.084607104,1.350255858
20,1,0,0.525296017,0.037810311
20,2,1,0.037782562,0.672628293
20,3,0,0.237459634,0.636663515
20,4,0,0.256404736,0.41489613
20,5,0,0.530355221,1.074864722
20,6,0,0.530355221,0.483039099
20,7,0,0,0.021852813
20,8,0,0.549623251,0.600014431
20,9,1,0.818729817,0.525265117
20,10,1,0.269106566,0.1532327
20,11,0,0.5131324,0.668438741
20,12,0,0.5131324,0.419116507
20,13,0,0.679224973,0.084691179
20,14,2,0.128740581,1.003027269
21,1,0,0.006350915,0.099296596
21,2,1,0.630678149,0.293774439
21,3,0,0.081054898,0.179073707
21,4,0,0.050376749,0.20483125
21,5,0,0.0868676,0.105706492
21,6,0,0.0868676,0.648530276
21,7,0,0.6,0.341680555
21,8,0,0.416469322,0.137718811
21,9,2,0.455435953,0.05432664
21,10,0,0.056081808,0.286179575
21,11,2,1.315285253,0.922775536
21,12,0,0.499461787,0.649033795
21,13,0,0.642088267,0.545069734
21,14,2,1.120990312,0.434403495
22,1,1,0.006350915,0.585752007
22,2,0,0,0.969619986
22,3,2,0,0.211642557
22,4,0,0.645209903,0.230043075
22,5,2,1.275888052,0.662067128
22,6,0,0.630678149,0.556035728
22,7,0,0,0.174162125
22,8,0,0,0.38174794
22,9,0,0.685575888,0.3795069
22,10,0,0.685575888,0.004610353
22,11,0,0,0.248630905
22,12,0,0.453713671,0.659518084
22,13,2,0.453713671,0.194309859
22,14,0,0,0.241485679
23,1,1,0.006350915,0.674130213
23,2,0,0.531646932,0.497599707
23,3,0,0.068353068,0.590456202
23,4,0,0.257481163,0.474801008
23,5,0,0.053821313,0.348502055
23,6,0,0.904305705,1.597230097
23,7,0,0.477825619,1.420626568
23,8,0,0.611840689,0.651159303
23,9,2,0.474058127,0.25816558
23,10,1,0.549623251,1.329408406
23,11,1,1.235199139,0.776900234
23,12,2,0.685575888,0.378984923
23,13,2,0.685575888,0.067530381
23,14,0,0.467814855,0.277272342
24,1,0,0.359634015,0.052717578
24,2,1,0.36598493,0.805504382
24,3,0,0,0.711798703
24,4,0,0.685575888,0.763250895
24,5,0,0.685575888,0.40038176
24,6,0,0,0.431190903
24,7,0,0,0.080340293
24,8,0,0,0.069004334
24,9,0,0.474058127,0.644111338
24,10,0,0.474058127,0.202636013
24,11,0,0,0.328168314
24,12,0,0.49386437,0.194022613
24,13,2,0.01926803,0.427380078
24,14,0,0.5131324,0.011452734
25,1,1,0.426264801,0.412795916
25,2,0,0.367168999,0.107192315
25,3,2,0.286652314,0.142997499
25,4,0,0.337890205,0.246071421
25,5,2,0.06189451,0.019660994
25,6,2,0.912917115,0.730495292
25,7,0,0.110548977,0.968744016
25,8,0,0,0.510273329
25,9,2,0.158557589,0.282233145
25,10,2,0.269106566,0.468730872
25,11,0,0.531646932,0.034254105
25,12,0,0.531646932,0.604841554
25,13,2,0.973304629,1.66993252
25,14,0,0.973304629,1.323166929
26,1,1,0.679224973,0.748283718
26,2,0,0.040365985,0.467087194
26,3,0,0.645209903,0.758054243
26,4,0,0,0.462680685
26,5,2,0.111087191,0.407450545
26,6,0,0.111087191,0.472174778
26,7,2,0.890312164,0.856842409
26,8,0,0.890312164,0.382607814
26,9,0,0,0.110271602
26,10,0,0.732831001,0.42536656
26,11,0,0.087621098,0.95901078
26,12,0,0.259203445,1.119870599
26,13,0,0.21883746,0.019090728
26,14,2,0.685575888,0.892905629
27,1,1,0.300430571,0.005603532
27,2,0,0.210979548,0.246259977
27,3,2,0.083100108,0.323002859
27,4,0,0,0.163771928
27,5,1,0,0.229453046
27,6,1,0.137782562,0.149167568
27,7,1,0.137782562,0.344724231
27,8,1,0.615608181,0.653520537
27,9,1,1.147255113,0.185984327
27,10,1,0.531646932,0.245155677
27,11,0,0.659203445,0.459160276
27,12,0,0.075457481,1.056624545
27,13,1,0.583745963,0.586881041
27,14,1,0.318622174,0.288279416
28,1,1,0.609257266,0.358471762
28,2,0,0.121743811,0.188974369
28,3,0,0.73444564,0.945182705
28,4,0,0.438643703,0.339077071
28,5,1,0.147578041,0.264486109
28,6,1,0.083961249,0.559187478
28,7,0,0.226803014,0.322408232
28,8,0,0.388805167,0.340951751
28,9,2,0.685575888,0.940928645
28,10,0,0.096878364,0.753476331
28,11,0,0.592895587,0.435075994
28,12,0,0.129063509,0.521661865
28,13,2,0.885575888,0.457408026
28,14,0,0.977933262,0.294390135
29,1,1,0.537997847,0.554648782
29,2,0,0.262540366,0.237932953
29,3,0,0.024973089,0.347212742
29,4,0,0.289666308,0.272827861
29,5,0,1.538966631,1.871495679
29,6,0,0.09795479,0.887381148
29,7,0,0.857265877,0.779548962
29,8,0,0.788805167,0.008171904
29,9,0,1.357050592,1.692232484
29,10,1,0.568245425,1.163843211
29,11,1,0.388805167,0.210683124
29,12,0,0.821420883,0.343767842
29,13,0,1.386329386,0.462997265
29,14,0,1.386329386,1.129898104
30,1,1,0.487513455,0.249295946
30,2,1,0.49386437,0.485048391
30,3,1,0.318622174,0.653398541
30,4,0,0.194510226,0.129935143
30,5,0,0.10247578,0.625689069
30,6,0,1.423573735,0.38641783
30,7,0,1.62378902,0.367479239
30,8,0,0.651022605,0.133415965
30,9,0,0.507857912,0.096103269
30,10,0,0.060172228,0.436686547
30,11,0,0.11722282,0.697028969
30,12,0,0.505059203,0.691445696
30,13,2,1.000861141,0.516697271
30,14,0,1.364370291,0.145162967
31,1,1,0.006350915,0.708069043
31,2,1,0.698170075,1.504583225
31,3,1,1.606889128,1.71710517
31,4,1,0.395586652,1.399432736
31,5,1,0.5131324,0.306955154
31,6,0,0.837782562,0.360937963
31,7,1,1.180301399,0.337207735
31,8,1,0.342518837,0.020668033
31,9,0,0.410979548,0.16585704
31,10,2,0.155974166,0.297751695
31,11,1,0.566953714,0.547122653
31,12,0,0.269106566,0.413850809
31,13,1,0.914316469,1.133498621
31,14,0,0.645209903,0.52588423
32,1,0,0.006350915,0.615732599
32,2,1,0.645209903,0.891949551
32,3,1,0.645209903,0.58866337
32,4,1,0.342518837,1.231312749
32,5,0,0.342518837,0.947311756
32,6,0,0,0.063096776
32,7,2,0.685575888,0.417648147
32,8,2,0.118622174,0.374688851
32,9,2,0.309795479,0.395982709
32,10,2,0.639504844,0.101267418
32,11,0,0.620021529,0.484179755
32,12,0,0.38320775,0.491683945
32,13,0,0.755758881,0.554950881
32,14,2,0.281700753,0.705508751
33,1,1,0.679224973,0.994995881
33,2,0,0.069967707,0.66834813
33,3,0,0,0.115108917
33,4,0,0.043595264,0.240682484
33,5,2,0.659203445,1.295956501
33,6,0,0.549623251,0.354228018
33,7,0,0.358127018,0.993311931
33,8,0,0.685898816,0.980252932
33,9,2,0.877395048,1.600879338
33,10,0,0.659203445,0.304730241
33,11,2,0.659203445,0.674539516
33,12,0,0,0.48197476
33,13,2,0.49386437,0.913445078
33,14,0,0.49386437,0.737000958
34,1,1,0.747470398,0.064452151
34,2,0,0.753821313,0.23466536
34,3,0,0,0.095332018
34,4,0,0.721743811,0.48891664
34,5,0,0.721743811,0.53410753
34,6,0,0,0.297604778
34,7,0,0.027771798,0.468191556
34,8,0,0.444886975,0.239107728
34,9,0,0.594187298,0.040953858
34,10,0,0.165446717,0.238256369
34,11,0,0.098923574,0.263046274
34,12,0,0.793218515,0.999208613
34,13,2,0.166415501,0.017401061
34,14,0,0.498277718,0.83634752
35,1,0,0.725618945,0.505742712
35,2,1,0.71926803,0.420045364
35,3,0,0,0.312937072
35,4,0,0,0.527055836
35,5,0,0.5131324,0.208506593
35,6,0,0.5131324,0.535540279
35,7,0,0,0.567423269
35,8,0,0.773304629,0.122075469
35,9,1,0.340688913,0.650010071
35,10,0,0.488159311,0.037853379
35,11,1,0.055543595,0.115439728
35,12,0,0.566953714,0.885712922
35,13,1,0.566953714,0.871422842
35,14,0,0.566953714,0.973656033
36,1,1,0.006350915,0.11659617
36,2,2,0.615608181,0.717569599
36,3,2,0.615608181,0.771263577
36,4,0,0.54219591,0.365711391
36,5,2,1.358019376,0.902517553
36,6,2,1.38277718,0.801790073
36,7,2,0.566953714,0.253143314
36,8,2,0.615608181,0.120863033
36,9,0,0.615608181,0.633633699
36,10,0,0.685575888,0.101953838
36,11,0,1.476856835,0.862442834
36,12,0,0.259634015,0.300974417
36,13,2,1.37255113,1.021056641
36,14,0,1.314962325,0.122999789
37,1,1,0.638858988,0.220139493
37,2,0,0.212594187,0.466903051
37,3,2,0.899354144,0.938030021
37,4,2,1.210333692,1.463102605
37,5,1,0.107427341,0.314946053
37,6,0,0.851022605,0.530494459
37,7,1,0.294079656,0.112430172
37,8,0,0.391496233,0.697771943
37,9,0,0.100861141,0.843446135
37,10,0,0.786437029,0.063001068
37,11,0,0,1.055740745
37,12,0,0.583745963,0.117902324
37,13,0,0.387405813,0.156772748
37,14,0,0.163186222,0.006804534
38,1,1,0.076749193,0.170131423
38,2,2,0.083100108,0.131511391
38,3,0,0.685575888,1.012379851
38,4,2,0.685575888,1.497604275
38,5,2,0.474058127,1.189293217
38,6,0,0,0.590867432
38,7,2,1.164908504,0.861229093
38,8,2,0.690850377,0.706096667
38,9,0,0.313347686,0.84801168
38,10,1,0.313347686,0.891704255
38,11,1,0,0.486770561
38,12,0,0,0.074712274
38,13,0,0.6,0.07147302
38,14,0,0.023143165,0.062068855
39,1,0,0.237244349,0.386571024
39,2,1,0.230462863,0.338620908
39,3,2,0.125941873,0.045678065
39,4,0,0.163832078,0.231434683
39,5,0,0.763832078,0.929013906
39,6,0,0.672658773,0.199892883
39,7,1,0.672658773,0.038499465
39,8,1,0.269106566,0.157559163
39,9,2,0.269106566,0.657108562
39,10,2,0.453713671,0.695676576
39,11,0,0.362109795,0.833731917
39,12,0,0.539827772,1.18475511
39,13,1,0.275995694,0.436439511
39,14,1,0.583745963,0.507736405
40,1,1,0.893541442,0.75220473
40,2,0,0.899892357,0.648031853
40,3,0,1.006350915,0.039783123
40,4,0,1.006350915,0.07815823
40,5,1,0.92088267,0.49964492
40,6,0,0.126480086,0.063964479
40,7,1,1.473627557,1.335633724
40,8,0,0.679224973,0.387369123
40,9,2,0.164800861,0.343349341
40,10,2,0.980624327,0.749085173
40,11,0,1.399569429,0.609361855
40,12,0,1.347578041,0.406438161
40,13,0,1.057911733,0.868124983
40,14,2,1.029063509,1.108555087
41,1,1,0.824327234,0.76183853
41,2,0,0.830678149,0.581792836
41,3,0,0.763832078,1.120588776
41,4,1,0.763832078,1.357972842
41,5,0,0.823466093,1.001141837
41,6,0,0.239720129,0.490985531
41,7,1,0.583745963,0.100180644
41,8,0,0.055543595,0.096365096
41,9,0,0.055543595,0.250549089
41,10,0,0.630678149,0.086997971
41,11,0,1.230678149,0.938039343
41,12,0,0.408503767,0.31237501
41,13,0,0.822174381,1.098254692
41,14,0,0,1.244982379
42,1,1,0.410764263,0.071995308
42,2,2,0.413562971,0.953061583
42,3,2,0.830678149,0.910341679
42,4,0,0.474058127,0.593697942
42,5,2,0.041442411,0.429004242
42,6,0,0.488266954,0.634525951
42,7,1,1.638428418,1.112697468
42,8,0,1.24919268,0.896150227
42,9,0,0.696447793,0.54770771
42,10,0,0.026695371,0.455416571
42,11,1,0.241119483,0.737107479
42,12,1,0.432615716,0.193532145
42,13,1,0.956404736,0.834811046
42,14,0,0.603982777,0.036810233
43,1,0,0.679224973,0.566887123
43,2,0,0.685575888,0.827858042
43,3,1,0.591926803,0.291229311
43,4,0,0.16189451,0.0522818
43,5,0,0.279763186,0.098622171
43,6,0,0.141550054,0.070997716
43,7,0,0.204628633,0.784335689
43,8,0,0.410979548,0.375126369
43,9,1,0.645209903,0.06486363
43,10,0,0.645209903,0.2855361
43,11,1,0.698170075,0.311911638
43,12,0,0.698170075,0.263640902
43,13,2,0,0.275469567
43,14,2,0.732831001,0.184702099
44,1,0,0.438966631,0.320132762
44,2,1,0.673196986,0.394188199
44,3,0,0.24058127,1.269044692
44,4,0,0,0.423674407
44,5,1,0.294079656,0.107198157
44,6,1,0.294079656,0.24501628
44,7,2,0,0.732781824
44,8,0,0,0.52600691
44,9,2,0.74876211,0.82562937
44,10,0,0.74876211,0.804544576
44,11,0,0,0.167574922
44,12,0,0.164800861,0.391220903
44,13,0,0.164800861,0.556552112
44,14,0,0.777933262,0.396566771
45,1,0,0.372335845,0.061210163
45,2,1,0.36598493,0.519990407
45,3,0,0.432615716,0.385905113
45,4,0,0.214854682,0.211920854
45,5,1,0.217761033,0.117498241
45,6,1,0.685575888,0.749804903
45,7,2,0.954682454,0.631188442
45,8,0,0.669537137,0.845680961
45,9,2,0.938643703,0.872323982
45,10,0,0.217761033,0.146767057
45,11,0,0.322927879,0.0053954
45,12,0,0.198170075,0.272667831
45,13,2,0.257481163,0.595581323
45,14,0,0.918622174,0.770827363
46,1,1,0.651560818,0.357798518
46,2,0,0.645209903,0.181114756
46,3,0,0,0.34278703
46,4,0,0.685575888,0.236886389
46,5,1,0.685575888,0.533626881
46,6,1,0,0.026039506
46,7,2,0.5131324,0.046523893
46,8,2,0.375349839,0.30114582
46,9,1,0.137782562,0.014708208
46,10,0,0,0.475778527
46,11,0,0.49386437,0.163386613
46,12,0,0.191711518,0.625550604
46,13,1,0.685575888,0.388627921
46,14,0,0.685575888,0.652969226
47,1,1,0.006350915,0.162710261
47,2,0,0.474058127,0.456393841
47,3,2,0.474058127,1.000335037
47,4,0,0.36598493,0.586147576
47,5,2,0.36598493,0.563986635
47,6,0,0,0.555112216
47,7,0,0,0.083719813
47,8,0,0.807965554,0.036533801
47,9,0,0.122389666,0.187776537
47,10,0,0.685575888,0.031492269
47,11,0,0.318622174,0.11365019
47,12,0,0.318622174,0.392988441
47,13,0,0,0.541392402
47,14,0,0.645209903,0.93785489
48,1,1,0.158449946,0.017299201
48,2,0,0.309257266,0.071979523
48,3,0,0.474058127,0.207199257
48,4,0,0.762970936,0.74015047
48,5,0,0.103767492,0.743796169
48,6,2,0.189989236,0.216164785
48,7,2,0.119698601,0.804484914
48,8,2,1.535844995,1.610338006
48,9,1,0.566953714,0.558175468
48,10,1,0.531646932,0.255246697
48,11,1,0.057588805,0.213165918
48,12,0,0.141550054,0.112040942
48,13,1,1.147255113,0.721725933
48,14,0,1.434553283,0.249601992
49,1,1,0.006350915,0.43845452
49,2,0,0.432615716,0.263732632
49,3,0,1.118191604,1.111123209
49,4,0,0.343057051,0.43628352
49,5,0,0.661141012,0.046798088
49,6,0,0.589451023,0.006737787
49,7,0,0.41474704,0.096899068
49,8,0,0.685575888,0.00772556
49,9,2,0,0.108962029
49,10,0,0,0.068945418
49,11,2,0.531646932,0.237207256
49,12,2,0.531646932,0.285467489
49,13,2,0.027771798,0.101925809
49,14,0,0.521636168,0.352853687
50,1,1,0.006350915,0.125661506
50,2,2,0.294079656,0.477856989
50,3,0,0.682884822,0.715857186
50,4,2,0.388805167,0.471258785
50,5,0,0.743595264,0.957038155
50,6,0,0.449515608,0.674245248
50,7,1,0.294079656,0.284032005
50,8,1,0.645209903,0.470187735
50,9,0,0.821205597,0.960892981
50,10,0,0.534122713,0.223960137
50,11,0,0.710118407,0.369066923
50,12,0,0,0.713134129
50,13,0,0,0.376630712
50,14,0,0.318622174,0.290803973
51,1,0,0.577395048,0.195674308
51,2,1,1.016361679,0.155000238
51,3,0,0.432615716,0.115031419
51,4,0,0.318622174,0.186461247
51,5,0,0.135091496,1.059730368
51,6,2,0.564262648,0.855759799
51,7,0,0.110548977,0.275540788
51,8,0,0.318622174,0.049057026
51,9,0,0.456404736,0.207830179
51,10,0,0.706673843,0.503717448
51,11,0,1.644241119,0.549625459
51,12,0,1.804198062,0.736352572
51,13,0,1.004413348,1.026330357
51,14,0,0.055543595,0.400678825
52,1,1,0.873735199,0.739340688
52,2,0,0.194510226,0.012238838
52,3,1,0.685575888,0.898822509
52,4,1,0.318083961,0.303348329
52,5,0,0.115715823,0.770503512
52,6,1,0.202368138,0.411395546
52,7,0,0.566953714,0.067784315
52,8,1,0.073089343,0.138474277
52,9,0,0.49386437,0.32973033
52,10,1,0.191496233,0.572364496
52,11,1,1.108503767,1.017197528
52,12,0,1.081808396,1.028725709
52,13,0,0.810010764,1.110863992
52,14,0,0.128094726,0.707224893
53,1,0,0.006350915,0.034334524
53,2,1,0.217761033,0.627121196
53,3,1,0.217761033,0.839127752
53,4,1,0,0.103614109
53,5,1,0,0.224190766
53,6,1,0,0.663815711
53,7,1,0.630678149,1.07064826
53,8,1,0.630678149,0.276806111
53,9,0,0,0.066455726
53,10,0,0.630678149,0.263067653
53,11,0,0.630678149,0.256041502
53,12,0,0.645209903,0.873553695
53,13,0,0.191496233,0.603988517
53,14,0,0.086975242,0.701801154
54,1,1,0.890850377,0.833645096
54,2,0,0.199031216,0.573082797
54,3,0,0.520021529,0.076160063
54,4,0,0.315715823,0.515761267
54,5,0,0.49386437,0.969148535
54,6,0,0,0.49507111
54,7,1,0.36598493,0.259375841
54,8,1,0.36598493,0.178570126
54,9,2,0.615608181,0.015165987
54,10,0,0.615608181,0.486239697
54,11,0,0.243595264,0.270046262
54,12,2,0.737459634,0.398176579
54,13,0,0.389558665,1.182693925
54,14,0,0.540904198,1.446776821
55,1,0,0.006350915,0.077481692
55,2,1,0.540688913,0.793200848
55,3,0,0.156189451,0.241974034
55,4,0,1.228525296,1.24064793
55,5,2,0.113562971,0.284858443
55,6,0,0.645209903,0.408767637
55,7,1,0.278148547,0.301990716
55,8,1,0.278148547,0.561345427
55,9,0,0.645209903,0.792910744
55,10,0,1.245209903,1.482899516
55,11,0,0.6,0.585265329
55,12,0,0.432615716,1.03555765
55,13,0,0.432615716,0.879998021
55,14,0,0.645209903,0.028614465
56,1,1,0.856942949,0.938755345
56,2,0,0.863293864,0.804035587
56,3,0,0,0.069890868
56,4,0,0,0.396867193
56,5,1,0.72088267,0.126446616
56,6,0,0.72088267,0.509405812
56,7,1,0.621420883,0.017291806
56,8,0,0.037674919,0.635513724
56,9,1,0.748546825,0.300125482
56,10,0,0.164800861,0.817427325
56,11,0,0,0.150541028
56,12,1,0.920667384,0.839744318
56,13,2,0.389020452,0.417736086
56,14,2,0.037782562,0.448119145
57,1,1,0.006350915,0.324082921
57,2,0,0.432615716,0.380728348
57,3,1,0.043810549,0.892714339
57,4,0,0.388805167,0.703718591
57,5,0,0,0.479082228
57,6,0,0,0.905016443
57,7,0,0.332508073,0.707453223
57,8,1,0.332508073,0.270870152
57,9,1,0.49386437,0.652693104
